"id","season","site","parcummjm2d","total_pre_all_csmm","total_ep_all_csmm","total_ref_et_all_csmm","total_iwr_all_csmm","mean_ari_index_all_cs","num_ddd","number_dsperiods","mean_lenght_dsdays","max_lenght_dsdays","num_wddays","number_wsperiods","mean_intensitymmday","mean_lenght_wsdays","max_lenght_wsdays","num_hd_tmaxdays","num_hw_tmaxwaves","mean_lenght_hw_tmaxday","max_lenght_hw_tmaxday","num_hd_tminnight","num_hw_tminwaves","mean_lenght_hw_tminnights","max_lenght_hw_tminnights","yieldkgha","department","dep_season"
147,"A","1_Huila_Campoalegre",519.79,385.4,124.757,778.724,751.014,0.472,95,5,15,29,25,3,12.5,3,4,52,4,8,13,30,3,6,7,6487.6,"Huila","Huila_A"
148,"A","1_Huila_Campoalegre",480.69,458.9,150.012,761.134,701.416,0.581,91,5,13,29,29,3,11.622,3,3,50,3,13,32,34,2,6,9,6486.9,"Huila","Huila_A"
149,"A","1_Huila_Campoalegre",509.14,439,136.924,776.424,732.627,0.558,95,6,13,29,25,2,14.817,3,3,56,4,12,32,34,2,6,9,6600.9,"Huila","Huila_A"
150,"A","1_Huila_Campoalegre",539.03,344.3,108.006,810.748,797.288,0.431,102,6,15,29,20,1,5.933,3,3,68,4,15,32,39,3,5,9,6805.1,"Huila","Huila_A"
151,"A","1_Huila_Campoalegre",538.27,734.5,226.946,790.487,654.449,0.886,82,6,8,14,41,3,17.457,4,5,16,1,5,5,0,0,0,0,7555,"Huila","Huila_A"
152,"A","1_Huila_Campoalegre",541.07,660.3,200.844,800.469,691.857,0.777,87,6,10,15,36,2,20.06,4,5,18,2,4,5,3,0,0,0,7446,"Huila","Huila_A"
153,"A","1_Huila_Campoalegre",546.23,528.7,169.494,803.496,727.168,0.614,91,6,10,18,32,1,16.12,5,5,22,3,4,5,4,0,0,0,7486.9,"Huila","Huila_A"
154,"A","1_Huila_Campoalegre",454.13,659.1,208.471,710.639,588.613,0.866,80,7,7,9,39,5,17.253,3,3,7,0,0,0,4,0,0,0,6236,"Huila","Huila_A"
155,"A","1_Huila_Campoalegre",454.93,650.6,211.123,710.609,586.176,0.873,78,6,7,9,41,5,16.827,3,3,6,0,0,0,5,0,0,0,6373.3,"Huila","Huila_A"
156,"A","1_Huila_Campoalegre",457.91,520,187.285,717.643,617.426,0.683,80,6,6,9,39,5,16.827,3,3,5,0,0,0,5,0,0,0,6436.1,"Huila","Huila_A"
157,"A","1_Huila_Campoalegre",478.89,374.7,124.617,742.797,708.495,0.487,95,8,11,34,24,3,17.244,4,5,28,3,5,6,17,3,3,3,6401.5,"Huila","Huila_A"
158,"A","1_Huila_Campoalegre",494.39,291.5,100.052,770.885,762.141,0.36,100,7,13,45,20,2,17.217,4,5,37,3,8,13,18,3,3,4,6578.6,"Huila","Huila_A"
159,"A","1_Huila_Campoalegre",509.2,230.5,83.595,776.024,786.231,0.292,103,6,16,54,17,2,17.217,4,5,44,4,8,13,24,4,4,5,6368.4,"Huila","Huila_A"
161,"A","1_Huila_Campoalegre",459.82,811,259.244,721.705,550.529,1.066,68,5,7,10,51,7,15.967,4,8,12,1,6,6,13,2,3,3,6415.8,"Huila","Huila_A"
162,"A","1_Huila_Campoalegre",464.1,628.7,212.78,735.106,610.189,0.806,76,5,8,12,43,6,15.447,4,4,20,3,5,6,12,2,3,3,6434.7,"Huila","Huila_A"
163,"A","1_Huila_Campoalegre",504.94,700.4,230.418,773.339,633.644,0.866,74,4,10,14,47,3,12.747,8,16,32,4,4,4,2,0,0,0,6995.4,"Huila","Huila_A"
164,"A","1_Huila_Campoalegre",517.89,626.7,207.795,786.517,669.837,0.784,79,5,9,14,43,3,14.091,7,11,35,5,4,4,2,0,0,0,6999.4,"Huila","Huila_A"
165,"A","1_Huila_Campoalegre",522.29,417,158.042,795.623,730.682,0.505,86,5,11,15,35,2,9.405,4,5,44,6,4,9,3,0,0,0,7054.9,"Huila","Huila_A"
166,"A","1_Huila_Campoalegre",516.87,374.5,125.848,793.612,763.643,0.472,95,9,9,15,25,2,12.347,4,5,50,7,5,10,8,0,0,0,6706.3,"Huila","Huila_A"
167,"A","1_Huila_Campoalegre",527.7,338.9,111.027,810.39,795.6,0.428,99,9,10,16,22,2,12.347,4,5,56,8,5,10,9,0,0,0,7052.1,"Huila","Huila_A"
168,"A","1_Huila_Campoalegre",539.19,299,104.166,817.441,811.613,0.383,99,8,11,19,22,2,12.347,4,5,59,8,6,10,9,0,0,0,7084.1,"Huila","Huila_A"
172,"A","2_Huila_Agrado",580.2,461.2,171.931,828.918,745.266,0.569,90,5,13,36,37,4,11.844,4,7,8,0,0,0,0,0,0,0,8644.5,"Huila","Huila_A"
173,"A","2_Huila_Agrado",589.93,459,173.823,846.089,762.63,0.545,92,6,12,36,36,5,13.015,4,7,9,0,0,0,0,0,0,0,8760.8,"Huila","Huila_A"
174,"A","2_Huila_Agrado",594.16,478.1,179.455,850.528,763.259,0.578,92,6,12,36,36,5,14.29,4,7,9,0,0,0,0,0,0,0,8752.3,"Huila","Huila_A"
175,"A","2_Huila_Agrado",555.42,161.5,107.147,813.783,789.185,0.199,97,8,8,14,31,2,6.725,4,4,7,0,0,0,0,0,0,0,8325.5,"Huila","Huila_A"
176,"A","2_Huila_Agrado",568.68,155.1,101.159,826.998,810.089,0.191,99,8,8,20,29,2,6.725,4,4,13,1,6,6,0,0,0,0,8381.4,"Huila","Huila_A"
177,"A","2_Huila_Agrado",576.19,239.8,111.962,828.894,804.383,0.289,98,8,8,20,29,2,6.725,4,4,16,1,6,6,0,0,0,0,8448.9,"Huila","Huila_A"
179,"A","2_Huila_Agrado",524.26,410.2,156.853,779.55,710.635,0.478,89,8,9,12,34,4,9.683,4,5,0,0,0,0,0,0,0,0,7807.6,"Huila","Huila_A"
180,"A","2_Huila_Agrado",535.72,453.2,169.674,792.465,712.345,0.53,87,9,8,12,36,5,10.197,4,5,3,0,0,0,0,0,0,0,7920.5,"Huila","Huila_A"
181,"A","2_Huila_Agrado",516.51,255.9,147.727,778.862,718.791,0.29,81,5,7,10,42,4,5.31,3,4,3,0,0,0,0,0,0,0,7752.4,"Huila","Huila_A"
182,"A","2_Huila_Agrado",532.35,246.3,143.194,801.009,744.876,0.272,83,6,7,10,41,4,5.31,3,4,0,0,0,0,0,0,0,0,8085.4,"Huila","Huila_A"
183,"A","2_Huila_Agrado",555.85,225.9,128.589,824.489,784.006,0.246,87,7,8,12,38,4,5.31,3,4,2,0,0,0,0,0,0,0,8744.9,"Huila","Huila_A"
184,"A","2_Huila_Agrado",559.78,372.4,186.83,813.044,709.78,0.437,77,6,7,10,51,6,7.443,4,7,3,0,0,0,0,0,0,0,8610.9,"Huila","Huila_A"
185,"A","2_Huila_Agrado",568.66,343.5,173.533,825.652,736.978,0.399,80,5,7,10,48,5,7.668,4,6,6,1,3,3,0,0,0,0,8584.6,"Huila","Huila_A"
186,"A","2_Huila_Agrado",579.21,331.1,169.127,838.247,755.681,0.387,80,5,6,10,48,5,7.668,4,6,8,1,3,3,0,0,0,0,8706.1,"Huila","Huila_A"
189,"A","2_Huila_Agrado",596.48,295.3,155.658,853.571,784.509,0.333,86,7,7,11,44,5,7.839,4,5,5,0,0,0,0,0,0,0,9410,"Huila","Huila_A"
190,"A","2_Huila_Agrado",559.57,209.2,132.773,845.144,802.886,0.241,95,8,8,12,34,4,4.5,3,3,16,1,3,3,0,0,0,0,8655.1,"Huila","Huila_A"
191,"A","2_Huila_Agrado",562.35,214.9,138.168,845.543,796.295,0.249,93,7,7,12,37,5,4.24,3,3,16,1,3,3,0,0,0,0,9083,"Huila","Huila_A"
192,"A","2_Huila_Agrado",569.03,187.7,122.136,847.97,812.902,0.216,98,8,8,15,33,5,4.24,3,3,15,1,3,3,0,0,0,0,9217,"Huila","Huila_A"
193,"A","2_Huila_Agrado",609.72,166.6,115.675,878.75,859.287,0.18,90,9,7,10,38,1,4.3,3,3,22,1,3,3,0,0,0,0,9309,"Huila","Huila_A"
195,"A","2_Huila_Agrado",588.72,281.8,156.051,860.274,792.453,0.314,90,6,7,10,39,2,9.317,3,3,10,0,0,0,0,0,0,0,9223,"Huila","Huila_A"
196,"A","2_Huila_Agrado",602.79,283.9,157.86,868.151,798.741,0.32,89,7,7,10,40,2,9.317,3,3,12,0,0,0,0,0,0,0,9292,"Huila","Huila_A"
197,"A","2_Huila_Agrado",552.31,328.4,184.839,811.544,711.847,0.374,76,6,7,14,52,6,8.711,4,5,7,0,0,0,0,0,0,0,8941.9,"Huila","Huila_A"
198,"A","2_Huila_Agrado",566.09,295.9,176.429,825.258,734.847,0.326,79,6,7,14,50,5,7.479,4,5,6,0,0,0,0,0,0,0,9249,"Huila","Huila_A"
199,"A","2_Huila_Agrado",587.7,265.7,158.993,836.902,764.471,0.288,84,7,7,14,46,5,7.479,4,5,6,0,0,0,0,0,0,0,9516,"Huila","Huila_A"
200,"A","2_Huila_Agrado",575.51,334.9,154.672,836.747,770.123,0.387,91,8,8,13,37,4,8.871,5,9,5,0,0,0,0,0,0,0,8904.9,"Huila","Huila_A"
201,"A","2_Huila_Agrado",592.8,327,152.425,850.334,785.783,0.376,91,7,8,13,38,4,8.871,5,9,7,0,0,0,0,0,0,0,9239,"Huila","Huila_A"
202,"A","2_Huila_Agrado",602.83,311.3,139.181,860.775,810.35,0.356,98,8,9,14,31,4,13.571,3,4,10,1,4,4,0,0,0,0,9136,"Huila","Huila_A"
206,"A","2_Huila_Agrado",577.69,289.2,157.333,848.233,779.722,0.327,89,6,9,19,40,6,7.133,3,4,16,1,3,3,0,0,0,0,9233,"Huila","Huila_A"
207,"A","2_Huila_Agrado",579.18,292.8,159.774,848.303,776.741,0.333,88,5,10,19,41,6,7.133,3,4,14,1,3,3,0,0,0,0,9214,"Huila","Huila_A"
208,"A","2_Huila_Agrado",592.72,274.1,149.018,864.492,802.427,0.315,92,6,10,19,38,6,7.133,3,4,16,1,3,3,0,0,0,0,9546,"Huila","Huila_A"
209,"A","2_Huila_Agrado",557.33,296.4,160.632,837.832,769.102,0.328,84,4,7,11,42,2,11.092,4,6,28,3,4,5,0,0,0,0,8699.3,"Huila","Huila_A"
210,"A","2_Huila_Agrado",561.36,303.5,163.433,844.111,771.989,0.335,85,4,8,11,41,2,11.092,4,6,29,3,4,5,0,0,0,0,8549,"Huila","Huila_A"
211,"A","2_Huila_Agrado",577.81,277.8,147.72,859.002,801.141,0.305,89,5,8,12,38,2,11.092,4,6,28,2,3,3,0,0,0,0,8945.3,"Huila","Huila_A"
212,"A","2_Huila_Agrado",597.52,438.4,171.164,854.994,769.828,0.45,94,7,8,17,37,3,7.844,4,6,1,0,0,0,0,0,0,0,9655,"Huila","Huila_A"
213,"A","2_Huila_Agrado",607.49,376.5,152.65,865.906,799.173,0.385,98,8,8,17,34,3,5.75,4,6,3,0,0,0,0,0,0,0,9728,"Huila","Huila_A"
214,"A","2_Huila_Agrado",618.34,360.2,142.738,879.263,822.352,0.368,99,7,9,17,33,3,5.75,4,6,9,1,4,4,0,0,0,0,9633,"Huila","Huila_A"
215,"A","2_Huila_Agrado",595.83,291.6,162.437,859.8,783.888,0.324,85,7,8,17,45,5,8.107,4,8,9,0,0,0,0,0,0,0,9526,"Huila","Huila_A"
216,"A","2_Huila_Agrado",605.76,293.3,164.193,865.85,789.663,0.329,84,6,9,18,46,4,9.242,5,8,9,0,0,0,0,0,0,0,9410,"Huila","Huila_A"
217,"A","2_Huila_Agrado",617.93,234.9,152.846,875.107,812.303,0.269,84,6,9,18,46,4,6.267,5,8,8,0,0,0,0,0,0,0,9564,"Huila","Huila_A"
218,"A","2_Huila_Agrado",595.11,240.7,146.559,871.667,813.769,0.259,91,6,7,8,39,3,6.614,3,4,14,0,0,0,0,0,0,0,9393,"Huila","Huila_A"
219,"A","2_Huila_Agrado",602.96,225.4,136.29,873.139,826.416,0.242,93,7,7,9,37,3,6.614,3,4,13,0,0,0,0,0,0,0,9664,"Huila","Huila_A"
220,"A","2_Huila_Agrado",603.38,187.1,121.576,871.401,841.299,0.199,94,8,7,9,35,3,6.614,3,4,15,0,0,0,1,0,0,0,9306,"Huila","Huila_A"
221,"A","2_Huila_Agrado",560.82,454.9,201.587,832.677,715.032,0.493,79,4,9,19,50,7,7.272,4,5,8,0,0,0,0,0,0,0,8694.7,"Huila","Huila_A"
222,"A","2_Huila_Agrado",566.95,446.4,195.825,836.128,725.055,0.484,80,4,10,19,49,7,7.272,4,5,7,0,0,0,0,0,0,0,8928.6,"Huila","Huila_A"
223,"A","2_Huila_Agrado",579.54,424.2,181.419,842.114,746.209,0.467,83,4,12,19,46,7,7.272,4,5,8,0,0,0,0,0,0,0,9156,"Huila","Huila_A"
224,"A","2_Huila_Agrado",591.27,200.2,126.729,859.912,825.229,0.221,92,7,10,20,36,6,4.743,4,6,23,1,3,3,0,0,0,0,9071,"Huila","Huila_A"
225,"A","2_Huila_Agrado",600.73,204.3,129.06,870.92,834.059,0.226,92,7,10,22,36,6,4.743,4,6,27,3,4,5,0,0,0,0,9148,"Huila","Huila_A"
226,"A","2_Huila_Agrado",609.08,172.2,110.23,885.24,867.829,0.182,96,8,10,22,32,5,4.452,3,4,33,4,4,5,0,0,0,0,8867.5,"Huila","Huila_A"
227,"A","2_Huila_Agrado",588.4,328.7,177.899,840.87,751.145,0.39,82,7,7,10,47,6,8.259,4,5,6,0,0,0,0,0,0,0,9214,"Huila","Huila_A"
228,"A","2_Huila_Agrado",594.86,290.1,159.832,849.905,778.881,0.337,87,8,7,10,43,4,9.175,4,5,5,0,0,0,0,0,0,0,9231,"Huila","Huila_A"
229,"A","2_Huila_Agrado",600.83,222.6,139.481,858.058,808.307,0.252,89,8,7,10,40,3,6.242,4,5,7,0,0,0,0,0,0,0,9261,"Huila","Huila_A"
230,"A","2_Huila_Agrado",546.19,310.8,148.019,801.242,744.722,0.347,87,4,13,19,38,2,10.023,4,5,11,1,4,4,0,0,0,0,7569.7,"Huila","Huila_A"
231,"A","2_Huila_Agrado",539.99,275.3,131.525,795.232,755.971,0.311,90,5,11,19,34,2,10.023,4,5,12,1,4,4,0,0,0,0,7372.5,"Huila","Huila_A"
232,"A","2_Huila_Agrado",536.99,274.3,131.118,799.483,760.283,0.312,89,6,10,19,35,2,10.023,4,5,11,1,4,4,0,0,0,0,7252.3,"Huila","Huila_A"
233,"A","2_Huila_Agrado",560.74,252.8,116.993,827.613,795.581,0.293,97,6,13,42,31,4,10.065,3,4,19,2,4,4,0,0,0,0,8279.1,"Huila","Huila_A"
234,"A","2_Huila_Agrado",561.15,220.7,99.807,830.242,818.018,0.261,101,6,14,42,26,3,10.264,3,4,23,3,3,4,0,0,0,0,8059.4,"Huila","Huila_A"
235,"A","2_Huila_Agrado",569.85,195.4,83.281,836.968,843.645,0.233,107,6,16,42,20,2,12.683,3,3,27,4,4,4,0,0,0,0,8155.8,"Huila","Huila_A"
236,"A","2_Huila_Agrado",516.05,632.5,205.918,769.636,650.514,0.769,81,5,9,16,42,2,10.25,6,6,0,0,0,0,0,0,0,0,7746,"Huila","Huila_A"
237,"A","2_Huila_Agrado",524.26,581,194.595,779.55,672.893,0.706,83,5,9,16,40,2,10.25,6,6,0,0,0,0,0,0,0,0,7807.6,"Huila","Huila_A"
238,"A","2_Huila_Agrado",535.72,526.1,178.321,792.465,703.698,0.633,85,6,8,16,38,2,9.24,5,5,3,0,0,0,0,0,0,0,7920.5,"Huila","Huila_A"
239,"A","2_Huila_Agrado",515.16,850.3,255.508,769.375,600.587,1.004,79,7,7,11,44,6,20.251,3,4,0,0,0,0,0,0,0,0,7744.6,"Huila","Huila_A"
243,"A","2_Huila_Agrado",524.26,285.9,99.909,779.55,767.579,0.335,100,8,10,18,23,1,17.333,3,3,0,0,0,0,0,0,0,0,7807.6,"Huila","Huila_A"
244,"A","2_Huila_Agrado",535.72,281.3,105.118,792.465,776.901,0.331,99,8,10,18,24,2,11.583,3,3,3,0,0,0,0,0,0,0,7920.5,"Huila","Huila_A"
248,"A","2_Huila_Agrado",576.02,461.2,171.931,828.918,745.266,0.569,90,5,13,36,37,4,11.844,4,7,8,0,0,0,0,0,0,0,8200.8,"Huila","Huila_A"
249,"A","2_Huila_Agrado",586.24,459,173.823,846.089,762.63,0.545,92,6,12,36,36,5,13.015,4,7,9,0,0,0,0,0,0,0,8341.5,"Huila","Huila_A"
250,"A","2_Huila_Agrado",590.28,478.1,179.455,850.528,763.259,0.578,92,6,12,36,36,5,14.29,4,7,9,0,0,0,0,0,0,0,8324.3,"Huila","Huila_A"
251,"A","2_Huila_Agrado",551.99,161.5,107.147,813.783,789.185,0.199,97,8,8,14,31,2,6.725,4,4,7,0,0,0,0,0,0,0,7946.2,"Huila","Huila_A"
252,"A","2_Huila_Agrado",565.02,155.1,101.159,826.998,810.089,0.191,99,8,8,20,29,2,6.725,4,4,13,1,6,6,0,0,0,0,7988.8,"Huila","Huila_A"
253,"A","2_Huila_Agrado",571.83,239.8,111.962,828.894,804.383,0.289,98,8,8,20,29,2,6.725,4,4,16,1,6,6,0,0,0,0,8044.3,"Huila","Huila_A"
255,"A","2_Huila_Agrado",521.15,410.2,156.853,779.55,710.635,0.478,89,8,9,12,34,4,9.683,4,5,0,0,0,0,0,0,0,0,7595.4,"Huila","Huila_A"
256,"A","2_Huila_Agrado",532.33,453.2,169.674,792.465,712.345,0.53,87,9,8,12,36,5,10.197,4,5,3,0,0,0,0,0,0,0,7693.2,"Huila","Huila_A"
257,"A","2_Huila_Agrado",513.31,255.9,147.727,778.862,718.791,0.29,81,5,7,10,42,4,5.31,3,4,3,0,0,0,0,0,0,0,7545.8,"Huila","Huila_A"
258,"A","2_Huila_Agrado",528.95,246.3,143.194,801.009,744.876,0.272,83,6,7,10,41,4,5.31,3,4,0,0,0,0,0,0,0,0,7849.8,"Huila","Huila_A"
259,"A","2_Huila_Agrado",551.97,225.9,128.589,824.489,784.006,0.246,87,7,8,12,38,4,5.31,3,4,2,0,0,0,0,0,0,0,8374.4,"Huila","Huila_A"
260,"A","2_Huila_Agrado",555.9,372.4,186.83,813.044,709.78,0.437,77,6,7,10,51,6,7.443,4,7,3,0,0,0,0,0,0,0,8173.2,"Huila","Huila_A"
261,"A","2_Huila_Agrado",565.31,343.5,173.533,825.652,736.978,0.399,80,5,7,10,48,5,7.668,4,6,6,1,3,3,0,0,0,0,8184.1,"Huila","Huila_A"
262,"A","2_Huila_Agrado",575.71,331.1,169.127,838.247,755.681,0.387,80,5,6,10,48,5,7.668,4,6,8,1,3,3,0,0,0,0,8269.5,"Huila","Huila_A"
265,"A","2_Huila_Agrado",591.1,295.3,155.658,853.571,784.509,0.333,86,7,7,11,44,5,7.839,4,5,5,0,0,0,0,0,0,0,8761.3,"Huila","Huila_A"
266,"A","2_Huila_Agrado",555.62,209.2,132.773,845.144,802.886,0.241,95,8,8,12,34,4,4.5,3,3,16,1,3,3,0,0,0,0,8234.8,"Huila","Huila_A"
267,"A","2_Huila_Agrado",558.73,214.9,138.168,845.543,796.295,0.249,93,7,7,12,37,5,4.24,3,3,16,1,3,3,0,0,0,0,8605.8,"Huila","Huila_A"
268,"A","2_Huila_Agrado",565.24,187.7,122.136,847.97,812.902,0.216,98,8,8,15,33,5,4.24,3,3,15,1,3,3,0,0,0,0,8743.9,"Huila","Huila_A"
269,"A","2_Huila_Agrado",603.2,166.6,115.675,878.75,859.287,0.18,90,9,7,10,38,1,4.3,3,3,22,1,3,3,0,0,0,0,8740.7,"Huila","Huila_A"
271,"A","2_Huila_Agrado",583.87,281.8,156.051,860.274,792.453,0.314,90,6,7,10,39,2,9.317,3,3,10,0,0,0,0,0,0,0,8690.8,"Huila","Huila_A"
272,"A","2_Huila_Agrado",597.35,283.9,157.86,868.151,798.741,0.32,89,7,7,10,40,2,9.317,3,3,12,0,0,0,0,0,0,0,8660.7,"Huila","Huila_A"
273,"A","2_Huila_Agrado",549.56,328.4,184.839,811.544,711.847,0.374,76,6,7,14,52,6,8.711,4,5,7,0,0,0,0,0,0,0,8576.7,"Huila","Huila_A"
274,"A","2_Huila_Agrado",563.37,295.9,176.429,825.258,734.847,0.326,79,6,7,14,50,5,7.479,4,5,6,0,0,0,0,0,0,0,8834.5,"Huila","Huila_A"
275,"A","2_Huila_Agrado",584.04,265.7,158.993,836.902,764.471,0.288,84,7,7,14,46,5,7.479,4,5,6,0,0,0,0,0,0,0,9029,"Huila","Huila_A"
276,"A","2_Huila_Agrado",571.52,334.9,154.672,836.747,770.123,0.387,91,8,8,13,37,4,8.871,5,9,5,0,0,0,0,0,0,0,8473.3,"Huila","Huila_A"
277,"A","2_Huila_Agrado",588.13,327,152.425,850.334,785.783,0.376,91,7,8,13,38,4,8.871,5,9,7,0,0,0,0,0,0,0,8718.2,"Huila","Huila_A"
278,"A","2_Huila_Agrado",597.45,311.3,139.181,860.775,810.35,0.356,98,8,9,14,31,4,13.571,3,4,10,1,4,4,0,0,0,0,8546,"Huila","Huila_A"
282,"A","2_Huila_Agrado",572.61,289.2,157.333,848.233,779.722,0.327,89,6,9,19,40,6,7.133,3,4,16,1,3,3,0,0,0,0,8707.9,"Huila","Huila_A"
283,"A","2_Huila_Agrado",574.41,292.8,159.774,848.303,776.741,0.333,88,5,10,19,41,6,7.133,3,4,14,1,3,3,0,0,0,0,8662.5,"Huila","Huila_A"
284,"A","2_Huila_Agrado",587.98,274.1,149.018,864.492,802.427,0.315,92,6,10,19,38,6,7.133,3,4,16,1,3,3,0,0,0,0,8963,"Huila","Huila_A"
285,"A","2_Huila_Agrado",553.24,296.4,160.632,837.832,769.102,0.328,84,4,7,11,42,2,11.092,4,6,28,3,4,5,0,0,0,0,8386,"Huila","Huila_A"
286,"A","2_Huila_Agrado",557.82,303.5,163.433,844.111,771.989,0.335,85,4,8,11,41,2,11.092,4,6,29,3,4,5,0,0,0,0,8250.8,"Huila","Huila_A"
287,"A","2_Huila_Agrado",573.43,277.8,147.72,859.002,801.141,0.305,89,5,8,12,38,2,11.092,4,6,28,2,3,3,0,0,0,0,8536.6,"Huila","Huila_A"
288,"A","2_Huila_Agrado",592.59,438.4,171.164,854.994,769.828,0.45,94,7,8,17,37,3,7.844,4,6,1,0,0,0,0,0,0,0,8982.7,"Huila","Huila_A"
289,"A","2_Huila_Agrado",602.69,376.5,152.65,865.906,799.173,0.385,98,8,8,17,34,3,5.75,4,6,3,0,0,0,0,0,0,0,8984.2,"Huila","Huila_A"
290,"A","2_Huila_Agrado",613.32,360.2,142.738,879.263,822.352,0.368,99,7,9,17,33,3,5.75,4,6,9,1,4,4,0,0,0,0,8878.2,"Huila","Huila_A"
291,"A","2_Huila_Agrado",591.45,291.6,162.437,859.8,783.888,0.324,85,7,8,17,45,5,8.107,4,8,9,0,0,0,0,0,0,0,8906.8,"Huila","Huila_A"
292,"A","2_Huila_Agrado",601.45,293.3,164.193,865.85,789.663,0.329,84,6,9,18,46,4,9.242,5,8,9,0,0,0,0,0,0,0,8769.9,"Huila","Huila_A"
293,"A","2_Huila_Agrado",612.9,234.9,152.846,875.107,812.303,0.269,84,6,9,18,46,4,6.267,5,8,8,0,0,0,0,0,0,0,8878.1,"Huila","Huila_A"
294,"A","2_Huila_Agrado",590.2,240.7,146.559,871.667,813.769,0.259,91,6,7,8,39,3,6.614,3,4,14,0,0,0,0,0,0,0,8786.7,"Huila","Huila_A"
295,"A","2_Huila_Agrado",597.88,225.4,136.29,873.139,826.416,0.242,93,7,7,9,37,3,6.614,3,4,13,0,0,0,0,0,0,0,8990.9,"Huila","Huila_A"
296,"A","2_Huila_Agrado",598.6,187.1,121.576,871.401,841.299,0.199,94,8,7,9,35,3,6.614,3,4,15,0,0,0,1,0,0,0,8653.7,"Huila","Huila_A"
297,"A","2_Huila_Agrado",556.75,454.9,201.587,832.677,715.032,0.493,79,4,9,19,50,7,7.272,4,5,8,0,0,0,0,0,0,0,8289.7,"Huila","Huila_A"
298,"A","2_Huila_Agrado",563.66,446.4,195.825,836.128,725.055,0.484,80,4,10,19,49,7,7.272,4,5,7,0,0,0,0,0,0,0,8453.3,"Huila","Huila_A"
299,"A","2_Huila_Agrado",575.97,424.2,181.419,842.114,746.209,0.467,83,4,12,19,46,7,7.272,4,5,8,0,0,0,0,0,0,0,8587.1,"Huila","Huila_A"
300,"A","2_Huila_Agrado",587.03,200.2,126.729,859.912,825.229,0.221,92,7,10,20,36,6,4.743,4,6,23,1,3,3,0,0,0,0,8584.6,"Huila","Huila_A"
301,"A","2_Huila_Agrado",595.92,204.3,129.06,870.92,834.059,0.226,92,7,10,22,36,6,4.743,4,6,27,3,4,5,0,0,0,0,8632.9,"Huila","Huila_A"
302,"A","2_Huila_Agrado",604,172.2,110.23,885.24,867.829,0.182,96,8,10,22,32,5,4.452,3,4,33,4,4,5,0,0,0,0,8426.2,"Huila","Huila_A"
303,"A","2_Huila_Agrado",583.85,328.7,177.899,840.87,751.145,0.39,82,7,7,10,47,6,8.259,4,5,6,0,0,0,0,0,0,0,8687,"Huila","Huila_A"
304,"A","2_Huila_Agrado",590.04,290.1,159.832,849.905,778.881,0.337,87,8,7,10,43,4,9.175,4,5,5,0,0,0,0,0,0,0,8663.7,"Huila","Huila_A"
305,"A","2_Huila_Agrado",595.35,222.6,139.481,858.058,808.307,0.252,89,8,7,10,40,3,6.242,4,5,7,0,0,0,0,0,0,0,8664.6,"Huila","Huila_A"
306,"A","2_Huila_Agrado",542.43,310.8,148.019,801.242,744.722,0.347,87,4,13,19,38,2,10.023,4,5,11,1,4,4,0,0,0,0,7362.5,"Huila","Huila_A"
307,"A","2_Huila_Agrado",535.83,275.3,131.525,795.232,755.971,0.311,90,5,11,19,34,2,10.023,4,5,12,1,4,4,0,0,0,0,7157.8,"Huila","Huila_A"
308,"A","2_Huila_Agrado",532.19,274.3,131.118,799.483,760.283,0.312,89,6,10,19,35,2,10.023,4,5,11,1,4,4,0,0,0,0,7026.1,"Huila","Huila_A"
309,"A","2_Huila_Agrado",557.4,252.8,116.993,827.613,795.581,0.293,97,6,13,42,31,4,10.065,3,4,19,2,4,4,0,0,0,0,7962.5,"Huila","Huila_A"
310,"A","2_Huila_Agrado",558.25,220.7,99.807,830.242,818.018,0.261,101,6,14,42,26,3,10.264,3,4,23,3,3,4,0,0,0,0,7783.9,"Huila","Huila_A"
311,"A","2_Huila_Agrado",566.71,195.4,83.281,836.968,843.645,0.233,107,6,16,42,20,2,12.683,3,3,27,4,4,4,0,0,0,0,7863.6,"Huila","Huila_A"
312,"A","2_Huila_Agrado",512.92,632.5,205.918,769.636,650.514,0.769,81,5,9,16,42,2,10.25,6,6,0,0,0,0,0,0,0,0,7542.6,"Huila","Huila_A"
313,"A","2_Huila_Agrado",521.15,581,194.595,779.55,672.893,0.706,83,5,9,16,40,2,10.25,6,6,0,0,0,0,0,0,0,0,7595.4,"Huila","Huila_A"
314,"A","2_Huila_Agrado",532.33,526.1,178.321,792.465,703.698,0.633,85,6,8,16,38,2,9.24,5,5,3,0,0,0,0,0,0,0,7693.2,"Huila","Huila_A"
315,"A","2_Huila_Agrado",512.04,850.3,255.508,769.375,600.587,1.004,79,7,7,11,44,6,20.251,3,4,0,0,0,0,0,0,0,0,7541.8,"Huila","Huila_A"
319,"A","2_Huila_Agrado",521.15,285.9,99.909,779.55,767.579,0.335,100,8,10,18,23,1,17.333,3,3,0,0,0,0,0,0,0,0,7595.4,"Huila","Huila_A"
320,"A","2_Huila_Agrado",532.33,281.3,105.118,792.465,776.901,0.331,99,8,10,18,24,2,11.583,3,3,3,0,0,0,0,0,0,0,7693.2,"Huila","Huila_A"
324,"A","2_Huila_Agrado",579.23,461.2,171.931,828.918,745.266,0.569,90,5,13,36,37,4,11.844,4,7,8,0,0,0,0,0,0,0,8507.3,"Huila","Huila_A"
