"id","season","site","parcummjm2d","total_pre_all_csmm","total_ep_all_csmm","total_ref_et_all_csmm","total_iwr_all_csmm","mean_ari_index_all_cs","num_ddd","number_dsperiods","mean_lenght_dsdays","max_lenght_dsdays","num_wddays","number_wsperiods","mean_intensitymmday","mean_lenght_wsdays","max_lenght_wsdays","num_hd_tmaxdays","num_hw_tmaxwaves","mean_lenght_hw_tmaxday","max_lenght_hw_tmaxday","num_hd_tminnight","num_hw_tminwaves","mean_lenght_hw_tminnights","max_lenght_hw_tminnights","yieldkgha","department","dep_season"
960,"A","5_Huila_Villavieja",486.2,339.9,116.034,775.691,754.316,0.412,95,6,12,16,24,1,28.72,5,5,68,10,6,13,59,7,6,10,6133,"Huila","Huila_A"
961,"A","5_Huila_Villavieja",498.91,330.8,109.861,785.899,772.185,0.394,97,6,13,25,22,1,28.72,5,5,74,11,6,13,59,7,6,10,6317.7,"Huila","Huila_A"
962,"A","5_Huila_Villavieja",520.33,291.4,93.589,803.044,806.295,0.343,101,5,17,36,19,1,28.72,5,5,77,11,7,13,57,7,5,10,6448.7,"Huila","Huila_A"
963,"A","5_Huila_Villavieja",465.03,281.8,103.527,749.216,739.541,0.421,95,8,10,21,23,2,21.6,4,4,69,10,5,7,63,8,6,9,5545.6,"Huila","Huila_A"
964,"A","5_Huila_Villavieja",469.4,284.3,105.135,759.896,748.201,0.429,95,7,11,21,24,2,21.6,4,4,72,10,5,9,62,8,6,11,5567.5,"Huila","Huila_A"
965,"A","5_Huila_Villavieja",474.34,214.3,84.317,766.615,776.151,0.341,100,8,11,20,19,1,33.2,4,4,78,12,5,9,65,9,6,11,5680.4,"Huila","Huila_A"
966,"A","5_Huila_Villavieja",548.55,210.3,68.819,858.675,889.269,0.225,108,4,22,29,15,1,11.333,3,3,91,11,7,24,40,4,6,10,6500.2,"Huila","Huila_A"
968,"A","5_Huila_Villavieja",508.47,340.7,130.196,801.85,765.542,0.387,91,5,11,18,30,3,10.538,4,5,59,9,4,8,22,1,3,3,6507,"Huila","Huila_A"
969,"A","5_Huila_Villavieja",513.16,317.5,115.604,802.368,782.579,0.367,94,5,13,25,26,2,13.007,4,5,65,9,5,14,25,1,3,3,6558.4,"Huila","Huila_A"
970,"A","5_Huila_Villavieja",529.88,271.2,94.561,816.716,818.553,0.318,100,5,15,35,21,1,17.333,3,3,69,9,6,15,29,1,3,3,6554.1,"Huila","Huila_A"
971,"A","5_Huila_Villavieja",524.12,332,114.461,797.693,778.014,0.426,96,8,9,13,25,1,36.4,3,3,65,7,6,14,30,3,6,10,6418.8,"Huila","Huila_A"
972,"A","5_Huila_Villavieja",533.75,228.6,94.317,809.415,811.66,0.3,98,9,8,13,23,1,36.4,3,3,73,9,6,14,31,3,6,10,6472.7,"Huila","Huila_A"
973,"A","5_Huila_Villavieja",538.08,229.5,95.01,820.33,823.335,0.305,98,9,9,13,23,1,36.4,3,3,77,10,6,14,30,2,7,10,6413.7,"Huila","Huila_A"
974,"A","5_Huila_Villavieja",464.84,329.8,105.841,744.64,731.123,0.425,95,8,10,18,23,2,14.9,3,3,64,9,5,15,70,11,4,7,5896.4,"Huila","Huila_A"
975,"A","5_Huila_Villavieja",468.99,353.1,111.459,746.054,728.719,0.457,94,7,10,18,24,2,14.9,3,3,64,10,5,15,66,10,4,6,5970.5,"Huila","Huila_A"
976,"A","5_Huila_Villavieja",485.89,272,100.557,760.658,755.153,0.332,93,7,10,18,25,2,14.9,3,3,70,12,5,15,61,9,4,6,5975.4,"Huila","Huila_A"
977,"A","5_Huila_Villavieja",457.73,284.2,109.261,733.26,716.545,0.351,91,7,10,16,26,1,6.15,4,4,55,7,4,7,60,6,6,10,5795.6,"Huila","Huila_A"
978,"A","5_Huila_Villavieja",466.77,284.6,109.653,750.901,733.551,0.352,92,7,10,19,26,1,6.15,4,4,58,7,5,7,55,5,6,10,5959,"Huila","Huila_A"
979,"A","5_Huila_Villavieja",477.57,254.1,99.418,770.314,763.438,0.312,96,8,10,19,23,1,6.15,4,4,60,7,6,8,50,4,6,10,6186,"Huila","Huila_A"
980,"A","5_Huila_Villavieja",481.62,199.8,103.479,773.496,765.547,0.252,91,7,8,11,28,1,4.8,3,3,85,12,6,12,83,12,6,12,5680.9,"Huila","Huila_A"
981,"A","5_Huila_Villavieja",488.35,221.3,105.086,788.571,779.008,0.28,93,8,8,11,27,1,4.8,3,3,89,12,6,12,84,12,6,12,5761.2,"Huila","Huila_A"
982,"A","5_Huila_Villavieja",495.07,205.8,98.948,793.879,791.145,0.251,95,9,8,11,25,1,4.8,3,3,90,12,6,12,82,12,5,12,5960.2,"Huila","Huila_A"
983,"A","5_Huila_Villavieja",476.37,221.2,98.337,758.091,751.116,0.295,98,7,12,27,21,1,16.371,7,7,56,7,5,14,41,5,3,4,6282.9,"Huila","Huila_A"
984,"A","5_Huila_Villavieja",469.89,236.8,104.297,745.419,733.333,0.294,87,9,7,14,31,4,6.467,3,3,55,6,7,25,40,5,4,6,6162.9,"Huila","Huila_A"
985,"A","5_Huila_Villavieja",491.02,235.9,103.52,763.296,753.796,0.288,89,8,8,14,30,4,6.467,3,3,61,4,12,25,38,5,4,6,6212.5,"Huila","Huila_A"
986,"A","5_Huila_Villavieja",514.12,179.2,86.635,787.546,796.412,0.207,91,8,9,15,29,4,6.467,3,3,71,4,15,26,40,5,4,6,6461.6,"Huila","Huila_A"
987,"A","5_Huila_Villavieja",467.37,371.5,130.381,746.875,708.012,0.467,92,6,11,20,26,4,18.817,3,3,69,6,10,20,55,10,4,8,6070.8,"Huila","Huila_A"
988,"A","5_Huila_Villavieja",477.67,337.9,117.657,760.573,734.773,0.425,95,7,10,20,24,4,18.817,3,3,73,5,13,31,55,9,4,8,6011.9,"Huila","Huila_A"
989,"A","5_Huila_Villavieja",491.61,296.9,111.416,776.69,758.354,0.378,96,7,10,20,24,4,18.817,3,3,79,5,14,35,57,8,5,8,6156.9,"Huila","Huila_A"
990,"A","5_Huila_Villavieja",485.5,163.1,76.996,775.243,793.685,0.204,100,7,12,26,19,1,19.133,3,3,82,9,7,12,92,13,7,21,5874.4,"Huila","Huila_A"
991,"A","5_Huila_Villavieja",499.1,158.1,73.057,793.178,815.879,0.197,102,7,13,26,18,1,19.133,3,3,90,10,7,16,90,13,7,21,6039.5,"Huila","Huila_A"
992,"A","5_Huila_Villavieja",495.77,215.8,98.774,795.895,792.691,0.282,97,9,9,15,23,2,8.354,4,4,84,9,8,26,66,8,6,8,5997.5,"Huila","Huila_A"
993,"A","5_Huila_Villavieja",505.32,217.1,99.692,787.165,784.852,0.288,96,8,9,15,23,2,8.354,4,4,80,9,8,26,67,8,6,8,5973.1,"Huila","Huila_A"
994,"A","5_Huila_Villavieja",519.26,155.3,83.033,809.806,823.878,0.197,100,7,11,19,21,2,8.354,4,4,86,9,9,26,68,7,6,8,6195,"Huila","Huila_A"
995,"A","5_Huila_Villavieja",486.47,176.3,75.463,784.211,802.74,0.194,94,8,10,13,26,2,4.962,4,4,83,9,7,22,85,11,7,14,5784,"Huila","Huila_A"
996,"A","5_Huila_Villavieja",490.25,164.2,64.472,791.585,822.53,0.182,100,8,11,22,20,1,7.9,4,4,87,8,9,22,88,10,8,15,5768.7,"Huila","Huila_A"
997,"A","5_Huila_Villavieja",507.28,166.2,66.372,803.021,832.451,0.187,100,7,12,32,21,1,7.9,4,4,89,7,10,29,85,11,7,16,5688.8,"Huila","Huila_A"
998,"A","5_Huila_Villavieja",492.19,289.4,119.102,771.362,746.34,0.381,86,7,9,23,33,4,6.36,4,5,73,6,10,15,61,7,5,7,6047.7,"Huila","Huila_A"
999,"A","5_Huila_Villavieja",505.49,277.8,111.079,785.326,769.585,0.36,90,8,9,23,30,3,7.372,4,5,77,7,9,15,60,7,5,7,6313.3,"Huila","Huila_A"
1000,"A","5_Huila_Villavieja",514.78,198.5,85.54,809.391,819.764,0.234,97,8,10,23,24,2,3.608,4,4,86,7,10,15,64,7,5,7,6382.2,"Huila","Huila_A"
1001,"A","5_Huila_Villavieja",483.08,222.6,103.204,754.164,743.333,0.293,92,8,8,13,27,2,12.221,4,4,55,6,6,11,52,7,6,11,6201.8,"Huila","Huila_A"
1002,"A","5_Huila_Villavieja",492.77,191.9,85.218,765.444,774.344,0.252,96,9,8,13,23,1,16.767,3,3,61,8,6,11,50,7,6,11,6145.5,"Huila","Huila_A"
1003,"A","5_Huila_Villavieja",454.84,454.2,153.808,726.568,663.542,0.58,83,5,12,20,34,4,17.569,3,4,51,6,5,6,37,4,4,5,5808.2,"Huila","Huila_A"
1004,"A","5_Huila_Villavieja",460.27,381.8,123.45,734.339,702.819,0.493,89,6,12,20,28,3,19.714,3,4,57,7,6,11,44,6,4,5,5952.7,"Huila","Huila_A"
1005,"A","5_Huila_Villavieja",471.37,363.2,114.999,757.171,735.135,0.466,91,5,14,20,27,2,25.704,4,4,64,8,6,11,45,5,4,5,6176.6,"Huila","Huila_A"
1006,"A","5_Huila_Villavieja",480.04,346.9,101.677,762.021,753.498,0.464,95,7,11,18,24,2,23.689,6,7,67,7,7,18,66,8,5,9,5759.6,"Huila","Huila_A"
1007,"A","5_Huila_Villavieja",493.09,128,62.503,770.625,802.977,0.167,99,7,12,27,20,1,9.729,7,7,74,7,9,18,70,8,5,9,5930.5,"Huila","Huila_A"
1008,"A","5_Huila_Villavieja",506.55,148.3,65.328,792.675,823.041,0.195,100,8,10,27,20,1,9.729,7,7,81,8,9,18,72,9,5,9,5902.2,"Huila","Huila_A"
1009,"A","5_Huila_Villavieja",424.88,722.6,207.797,703.483,585.487,0.951,75,5,10,14,41,6,17.08,4,6,42,5,5,8,64,6,7,14,5521.4,"Huila","Huila_A"
1010,"A","5_Huila_Villavieja",429,582.4,178.447,700.104,611.134,0.782,78,6,10,14,38,5,14.646,4,6,41,5,5,8,57,5,7,14,5474.3,"Huila","Huila_A"
1011,"A","5_Huila_Villavieja",436.22,459.8,140.406,714.781,663.592,0.625,86,6,12,18,31,3,12.516,5,6,46,6,5,9,60,6,6,14,5617,"Huila","Huila_A"
1012,"A","5_Huila_Villavieja",444.82,415.8,164.219,717.758,643.212,0.565,83,7,9,13,34,2,10.971,10,14,50,6,4,9,45,5,4,5,5850.2,"Huila","Huila_A"
1013,"A","5_Huila_Villavieja",455.16,356.5,145.841,724.213,669.902,0.5,85,8,9,13,32,2,10.971,10,14,53,7,5,12,44,4,4,5,5898,"Huila","Huila_A"
1014,"A","5_Huila_Villavieja",478.07,168,95.071,753.975,751.956,0.23,95,8,11,16,23,2,6.325,6,6,64,7,7,16,49,5,4,5,6091.3,"Huila","Huila_A"
1015,"A","5_Huila_Villavieja",518.11,225.9,76.899,801.504,821.125,0.302,105,6,16,44,16,2,18.258,4,4,81,6,11,32,64,7,6,15,5963.1,"Huila","Huila_A"
1016,"A","5_Huila_Villavieja",530.22,218.5,70.731,820.853,846.839,0.292,108,5,20,44,14,2,21.033,3,3,86,6,12,32,67,8,6,15,6063.3,"Huila","Huila_A"
1018,"A","6_Huila_Palermo",489.08,423.2,166.459,749.674,672.674,0.525,84,6,8,13,36,3,10.962,4,5,8,0,0,0,2,0,0,0,7297.5,"Huila","Huila_A"
1019,"A","6_Huila_Palermo",503.19,366.8,148.056,766.755,708.009,0.45,88,5,10,18,33,2,8.16,4,5,12,1,4,4,0,0,0,0,7560.2,"Huila","Huila_A"
1020,"A","6_Huila_Palermo",514.13,354.9,140.623,774.682,725.156,0.438,90,6,11,18,31,2,8.16,4,5,18,1,6,6,2,0,0,0,7583.8,"Huila","Huila_A"
1021,"A","6_Huila_Palermo",530.72,200.1,94.508,800.893,800.738,0.249,96,8,10,19,27,2,8.36,4,5,41,4,5,8,1,0,0,0,6873,"Huila","Huila_A"
1022,"A","6_Huila_Palermo",532.4,188.3,92.509,804.666,806.275,0.251,95,9,8,11,28,2,8.36,4,5,47,6,5,8,1,0,0,0,6979.9,"Huila","Huila_A"
1023,"A","6_Huila_Palermo",531.81,211.4,107.107,798.784,785.541,0.283,92,9,8,11,31,2,8.36,4,5,42,6,4,7,3,0,0,0,7101.8,"Huila","Huila_A"
1024,"A","6_Huila_Palermo",461.37,167.9,93.609,714.841,706.001,0.266,89,8,8,14,31,1,10.8,6,6,18,0,0,0,3,0,0,0,6361.4,"Huila","Huila_A"
1025,"A","6_Huila_Palermo",471.54,332.5,136.803,748.622,701.514,0.451,88,6,12,22,32,4,16.335,4,8,38,7,3,4,20,1,6,6,6076.2,"Huila","Huila_A"
1026,"A","6_Huila_Palermo",476.62,294.3,120.062,759.716,730.151,0.393,92,7,11,22,28,3,18.497,5,8,39,6,3,4,19,1,6,6,6329.5,"Huila","Huila_A"
1027,"A","6_Huila_Palermo",486.32,285.8,114.043,763.918,741.488,0.389,93,8,10,22,27,3,18.497,5,8,38,6,3,4,20,1,6,6,6490.2,"Huila","Huila_A"
1028,"A","6_Huila_Palermo",475.26,317.7,135.324,730.222,681.62,0.384,92,8,10,16,29,4,11.834,4,5,16,1,3,3,4,0,0,0,6870.3,"Huila","Huila_A"
1029,"A","6_Huila_Palermo",477.56,323.4,140.025,733.376,679.462,0.394,90,9,9,16,31,4,11.834,4,5,19,2,4,5,6,0,0,0,6767.7,"Huila","Huila_A"
1030,"A","6_Huila_Palermo",488.08,192,107.956,755.361,732.53,0.233,96,10,9,16,26,3,9.634,4,5,27,3,5,6,5,0,0,0,6727.5,"Huila","Huila_A"
1033,"A","6_Huila_Palermo",446.9,196.8,116.97,696.816,661.874,0.281,88,6,10,19,32,3,9.87,4,5,7,1,3,3,5,0,0,0,6487.2,"Huila","Huila_A"
1034,"A","6_Huila_Palermo",520.46,298.9,104.482,785.9,776.482,0.366,96,6,12,30,25,2,3.2,3,3,43,2,10,17,18,4,3,3,6241.9,"Huila","Huila_A"
1035,"A","6_Huila_Palermo",530.73,191.3,78.144,786.11,805.538,0.224,100,5,15,30,21,2,3.2,3,3,42,2,10,17,22,4,3,3,6763.5,"Huila","Huila_A"
1036,"A","6_Huila_Palermo",531.67,178.2,71.519,791.306,817.47,0.208,102,5,16,30,19,2,3.2,3,3,45,3,9,17,21,4,3,3,6501.4,"Huila","Huila_A"
1037,"A","6_Huila_Palermo",478.38,233.5,87.731,747.465,752.074,0.285,93,7,10,19,26,3,3.944,4,5,35,4,4,4,8,0,0,0,6420.6,"Huila","Huila_A"
1038,"A","6_Huila_Palermo",475.89,241.1,94.316,750.113,747.967,0.301,90,6,11,19,29,3,3.944,4,5,35,4,4,4,8,0,0,0,6443.8,"Huila","Huila_A"
1039,"A","6_Huila_Palermo",475,98,68.207,749.432,773.686,0.124,93,7,10,19,26,3,3.944,4,5,33,4,4,4,8,0,0,0,6585.6,"Huila","Huila_A"
1040,"A","6_Huila_Palermo",478.6,205,99.343,743.094,733.9,0.269,92,6,11,16,27,1,9.133,3,3,32,2,6,8,7,0,0,0,6539.5,"Huila","Huila_A"
1041,"A","6_Huila_Palermo",482.8,169.1,87.899,753.308,756.712,0.209,94,6,12,16,25,1,9.133,3,3,35,2,6,8,8,0,0,0,6540.5,"Huila","Huila_A"
1042,"A","6_Huila_Palermo",490.96,166.2,85.216,768.491,774.996,0.206,96,7,10,16,24,1,9.133,3,3,36,2,6,8,7,0,0,0,6641.5,"Huila","Huila_A"
1043,"A","6_Huila_Palermo",467.66,253.2,108.769,738.132,718.343,0.314,92,8,9,19,27,2,15.36,4,5,25,1,3,3,4,0,0,0,6735.4,"Huila","Huila_A"
1044,"A","6_Huila_Palermo",479.84,310.2,113.542,742.123,719.138,0.389,93,8,10,19,26,2,15.36,4,5,25,2,3,3,3,0,0,0,6909.3,"Huila","Huila_A"
1045,"A","6_Huila_Palermo",498.44,216,88.511,758.592,761.24,0.257,98,9,10,19,22,1,11.933,3,3,29,2,3,3,3,0,0,0,7022.2,"Huila","Huila_A"
1046,"A","6_Huila_Palermo",480.4,272.9,127.356,748.922,711.518,0.34,90,5,13,17,30,4,10.023,4,5,23,3,4,5,2,0,0,0,6881.8,"Huila","Huila_A"
1047,"A","6_Huila_Palermo",485.56,275.9,130.048,747.098,707.508,0.349,88,5,12,17,32,4,10.023,4,5,22,2,4,5,1,0,0,0,6840.1,"Huila","Huila_A"
1048,"A","6_Huila_Palermo",487.58,164.3,96.934,753.091,746.708,0.203,94,6,11,17,26,2,5,3,3,25,2,4,5,1,0,0,0,6787.7,"Huila","Huila_A"
1049,"A","6_Huila_Palermo",498.79,228.1,88.624,772.893,779.015,0.288,102,5,18,35,18,2,9.354,4,4,48,7,5,7,11,1,3,3,6269.8,"Huila","Huila_A"
1050,"A","6_Huila_Palermo",499.19,200.4,77.514,779.507,796.737,0.259,104,5,19,45,16,2,9.354,4,4,50,8,5,7,14,1,3,3,6123.3,"Huila","Huila_A"
1051,"A","6_Huila_Palermo",495.89,199.2,76.341,770.169,789.231,0.264,103,4,23,54,16,2,9.354,4,4,48,8,4,6,16,2,3,3,6126.3,"Huila","Huila_A"
1052,"A","6_Huila_Palermo",488.04,321.8,121.853,767.529,737.797,0.372,90,5,11,22,30,2,17.73,4,5,33,4,4,4,19,1,5,5,6937.1,"Huila","Huila_A"
1053,"A","6_Huila_Palermo",496.79,303.9,112.887,781.166,760.31,0.348,91,6,10,22,30,2,17.73,4,5,37,5,3,4,17,1,5,5,7077.5,"Huila","Huila_A"
1054,"A","6_Huila_Palermo",515.23,246.2,98.852,790.449,784.036,0.28,94,7,10,22,27,1,32.36,5,5,39,5,3,4,14,1,5,5,7307.3,"Huila","Huila_A"
1055,"A","6_Huila_Palermo",522.88,487.4,158.429,785.402,716.732,0.578,91,6,11,20,32,4,20.065,4,5,20,1,3,3,5,0,0,0,7254.4,"Huila","Huila_A"
1056,"A","6_Huila_Palermo",523.04,277.7,109.517,794.811,775.588,0.31,97,6,12,20,26,2,16.179,4,4,25,2,4,4,5,0,0,0,7324.9,"Huila","Huila_A"
1057,"A","6_Huila_Palermo",527.32,272.1,104.375,806.725,793.259,0.305,99,7,11,20,24,2,16.179,4,4,29,3,3,4,5,0,0,0,7462,"Huila","Huila_A"
1058,"A","6_Huila_Palermo",481.29,289.6,147.98,734.28,674.521,0.397,83,8,7,16,37,4,6.998,3,4,20,2,3,3,13,1,4,4,6648.9,"Huila","Huila_A"
1059,"A","6_Huila_Palermo",486.88,258.5,139.569,741.056,691.248,0.357,84,7,8,16,36,3,5.175,3,4,24,4,3,3,13,1,4,4,6639.2,"Huila","Huila_A"
1060,"A","6_Huila_Palermo",496.84,187.3,118.462,754.911,728.071,0.239,86,8,8,16,34,3,5.175,3,4,30,5,4,6,16,1,4,4,6679.7,"Huila","Huila_A"
1061,"A","6_Huila_Palermo",495.89,223.6,103.169,778.83,768.81,0.255,93,6,11,18,27,3,3.675,3,4,45,7,3,4,15,1,4,4,6412.2,"Huila","Huila_A"
1062,"A","6_Huila_Palermo",492.49,214.2,97.141,776.327,772.988,0.24,95,6,12,22,25,3,3.675,3,4,47,7,3,4,16,1,4,4,6682.9,"Huila","Huila_A"
1063,"A","6_Huila_Palermo",491.99,207.6,91.272,772.457,776.003,0.231,96,5,16,31,23,3,3.675,3,4,50,8,4,4,18,1,4,4,6567.8,"Huila","Huila_A"
1064,"A","6_Huila_Palermo",476.77,715.4,195.03,739.697,631.932,0.848,84,8,8,19,36,4,22.39,5,9,34,3,4,6,12,0,0,0,6397.7,"Huila","Huila_A"
1065,"A","6_Huila_Palermo",485.37,678.3,184.42,748.018,652.22,0.811,85,7,9,19,35,4,22.39,5,9,36,4,4,6,12,0,0,0,6591,"Huila","Huila_A"
1066,"A","6_Huila_Palermo",494.37,643.2,171.783,750.292,669.36,0.778,87,6,12,19,33,4,22.39,5,9,39,4,4,6,16,1,4,4,6654.8,"Huila","Huila_A"
1067,"A","6_Huila_Palermo",501.15,167.9,77.485,774.71,791.73,0.215,99,9,9,15,21,1,1.933,3,3,51,6,4,6,14,2,3,3,6501,"Huila","Huila_A"
1068,"A","6_Huila_Palermo",508.06,152.1,71.2,785.933,809.933,0.191,100,8,11,22,20,1,1.933,3,3,56,7,4,6,13,2,3,3,6436.8,"Huila","Huila_A"
1070,"A","6_Huila_Palermo",497.13,277.3,117.018,767.321,743.673,0.394,90,9,8,13,30,3,17.458,4,4,58,10,4,6,23,1,7,7,6489.9,"Huila","Huila_A"
1071,"A","6_Huila_Palermo",498.76,273.9,114.266,774.123,753.742,0.395,90,10,8,13,30,3,17.458,4,4,61,10,4,6,21,1,7,7,6407.7,"Huila","Huila_A"
1072,"A","6_Huila_Palermo",501.56,155.4,85.558,787.747,796.77,0.22,94,11,8,13,26,2,11.4,4,4,68,10,5,11,23,1,7,7,6546.3,"Huila","Huila_A"
1073,"A","6_Huila_Palermo",528.19,615.7,168.766,814.375,738.593,0.666,90,6,10,25,32,3,20.412,4,5,40,7,5,11,7,0,0,0,7266.8,"Huila","Huila_A"
1074,"A","6_Huila_Palermo",540.18,567.4,153.957,829.301,768.142,0.615,95,6,12,36,28,3,20.412,4,5,46,7,6,22,7,0,0,0,7585.6,"Huila","Huila_A"
1075,"A","6_Huila_Palermo",550.33,540.6,148.368,833.701,779.74,0.597,96,6,12,38,27,2,23.885,4,5,46,5,8,24,5,0,0,0,7326.6,"Huila","Huila_A"
1076,"A","6_Huila_Palermo",486.66,598.5,190.479,752.791,651.321,0.779,82,2,22,37,38,5,12.094,4,7,32,3,8,16,14,1,3,3,6876.1,"Huila","Huila_A"
1077,"A","6_Huila_Palermo",508.21,504.1,164.565,782.494,708.589,0.642,88,3,18,37,33,4,11.451,4,7,40,5,7,16,13,1,3,3,7230.3,"Huila","Huila_A"
1078,"A","6_Huila_Palermo",532.27,441.6,142.666,814.351,764.282,0.559,93,3,21,37,29,3,13.735,5,7,49,6,7,16,13,1,3,3,7357.1,"Huila","Huila_A"
1079,"A","6_Huila_Palermo",557.25,944.5,266.221,807.063,639.375,1.141,74,4,10,15,48,6,23.99,4,5,55,6,7,13,10,0,0,0,7493.2,"Huila","Huila_A"
1080,"A","6_Huila_Palermo",560.39,902,249.799,827.815,676.559,1.08,78,5,10,15,45,6,23.99,4,5,58,6,7,13,7,0,0,0,7396.7,"Huila","Huila_A"
1081,"A","6_Huila_Palermo",556.67,745.7,213.951,835.252,719.822,0.873,83,5,12,22,40,5,24.368,4,5,61,6,7,13,3,0,0,0,7362.3,"Huila","Huila_A"
1082,"A","6_Huila_Palermo",457.73,619,236.968,714.163,558.41,0.99,70,5,6,10,51,6,9.044,4,5,12,1,7,7,2,0,0,0,6713.7,"Huila","Huila_A"
1083,"A","6_Huila_Palermo",467.71,724.3,253.208,719.297,549.375,1.129,69,4,7,10,52,6,11.482,3,4,12,1,7,7,2,0,0,0,6915.6,"Huila","Huila_A"
1084,"A","6_Huila_Palermo",480.4,693.2,240.698,722.167,567.669,1.136,72,4,7,10,49,5,11.492,3,4,12,1,7,7,2,0,0,0,7170.3,"Huila","Huila_A"
1085,"A","6_Huila_Palermo",573.6,702.4,179.878,883.975,801.318,0.719,93,8,9,25,32,1,22.7,4,4,91,10,8,14,21,2,4,4,7023.2,"Huila","Huila_A"
1086,"A","6_Huila_Palermo",585.71,769.2,196.389,910.236,811.385,0.789,92,7,10,30,34,1,22.7,4,4,100,10,9,22,25,2,4,4,7149.5,"Huila","Huila_A"
1087,"A","6_Huila_Palermo",590.09,657.9,180.758,911.812,830.79,0.677,92,7,10,30,34,1,22.7,4,4,101,10,9,24,28,2,4,4,6901.2,"Huila","Huila_A"
1088,"A","6_Huila_Palermo",486.74,553.1,198.239,764.453,659.626,0.703,77,6,8,13,42,7,11.185,4,5,42,5,6,9,10,0,0,0,6672.1,"Huila","Huila_A"
1089,"A","6_Huila_Palermo",484.75,545.3,192.33,760.581,661.591,0.693,80,6,8,13,39,6,12.383,4,5,35,4,6,9,7,0,0,0,6715.2,"Huila","Huila_A"
1090,"A","6_Huila_Palermo",487.75,470.9,161.859,767.324,699.004,0.6,85,6,9,13,34,5,12.914,4,5,35,4,6,9,7,0,0,0,6745.3,"Huila","Huila_A"
1091,"A","6_Huila_Palermo",473.33,669.4,236.241,730.642,577.655,0.943,68,3,11,13,53,6,15.981,5,8,21,2,6,9,2,0,0,0,6963.7,"Huila","Huila_A"
1092,"A","6_Huila_Palermo",499.56,544.3,200.952,749.849,634.223,0.796,75,4,10,13,47,6,16.196,4,5,27,3,6,9,2,0,0,0,7207.6,"Huila","Huila_A"
1093,"A","6_Huila_Palermo",525.9,361.7,162.923,775.037,701.407,0.465,80,5,9,13,42,3,12.048,4,5,34,3,8,11,3,0,0,0,7307.6,"Huila","Huila_A"
1094,"A","6_Huila_Palermo",544.4,298.1,108.945,808.905,796.666,0.368,100,7,13,23,22,3,15.633,4,6,57,9,6,10,5,0,0,0,7220,"Huila","Huila_A"
1095,"A","6_Huila_Palermo",547.67,289.5,103.649,817.861,811.329,0.359,101,7,13,23,21,3,15.633,4,6,62,9,6,10,5,0,0,0,6955.1,"Huila","Huila_A"
1096,"A","6_Huila_Palermo",553.27,276.5,94.615,830.45,834.226,0.342,104,8,12,23,18,2,21.783,4,6,68,9,6,10,5,0,0,0,7121.8,"Huila","Huila_A"
1097,"A","6_Huila_Palermo",486.4,423.2,166.459,749.674,672.674,0.525,84,6,8,13,36,3,10.962,4,5,8,0,0,0,2,0,0,0,7167,"Huila","Huila_A"
1098,"A","6_Huila_Palermo",500.78,366.8,148.056,766.755,708.009,0.45,88,5,10,18,33,2,8.16,4,5,12,1,4,4,0,0,0,0,7414,"Huila","Huila_A"
1099,"A","6_Huila_Palermo",511.56,354.9,140.623,774.682,725.156,0.438,90,6,11,18,31,2,8.16,4,5,18,1,6,6,2,0,0,0,7417.2,"Huila","Huila_A"
1100,"A","6_Huila_Palermo",527.46,200.1,94.508,800.893,800.738,0.249,96,8,10,19,27,2,8.36,4,5,41,4,5,8,1,0,0,0,6738.2,"Huila","Huila_A"
1101,"A","6_Huila_Palermo",528.39,188.3,92.509,804.666,806.275,0.251,95,9,8,11,28,2,8.36,4,5,47,6,5,8,1,0,0,0,6814.3,"Huila","Huila_A"
1102,"A","6_Huila_Palermo",526.79,211.4,107.107,798.784,785.541,0.283,92,9,8,11,31,2,8.36,4,5,42,6,4,7,3,0,0,0,6906.2,"Huila","Huila_A"
1103,"A","6_Huila_Palermo",459.2,167.9,93.609,714.841,706.001,0.266,89,8,8,14,31,1,10.8,6,6,18,0,0,0,3,0,0,0,6273.9,"Huila","Huila_A"
1104,"A","6_Huila_Palermo",469.17,332.5,136.803,748.622,701.514,0.451,88,6,12,22,32,4,16.335,4,8,38,7,3,4,20,1,6,6,5992.3,"Huila","Huila_A"
1105,"A","6_Huila_Palermo",474.42,294.3,120.062,759.716,730.151,0.393,92,7,11,22,28,3,18.497,5,8,39,6,3,4,19,1,6,6,6246.5,"Huila","Huila_A"
1106,"A","6_Huila_Palermo",483.78,285.8,114.043,763.918,741.488,0.389,93,8,10,22,27,3,18.497,5,8,38,6,3,4,20,1,6,6,6392.7,"Huila","Huila_A"
1107,"A","6_Huila_Palermo",472.59,317.7,135.324,730.222,681.62,0.384,92,8,10,16,29,4,11.834,4,5,16,1,3,3,4,0,0,0,6756,"Huila","Huila_A"
1108,"A","6_Huila_Palermo",475.14,323.4,140.025,733.376,679.462,0.394,90,9,9,16,31,4,11.834,4,5,19,2,4,5,6,0,0,0,6663.3,"Huila","Huila_A"
1109,"A","6_Huila_Palermo",485.83,192,107.956,755.361,732.53,0.233,96,10,9,16,26,3,9.634,4,5,27,3,5,6,5,0,0,0,6613.3,"Huila","Huila_A"
1112,"A","6_Huila_Palermo",444.97,196.8,116.97,696.816,661.874,0.281,88,6,10,19,32,3,9.87,4,5,7,1,3,3,5,0,0,0,6399.7,"Huila","Huila_A"
